timestamp,symbol,buy_exchange,sell_exchange,buy_price,sell_price,profit_bps,net_profit_bps,latency_ns,decision
306933630544800,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,82300,3
306933630544800,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,81700,3
306933645563700,BTCUSDT,coinbase,binance,49926.31,49963.61,7.5,0.0,49100,3
306933630565000,BTCUSDT,binance,kraken,49916.90,49974.39,11.5,0.0,102500,3
306933630564400,BTCUSDT,binance,kraken,49916.90,49974.39,11.5,0.0,101300,3
306933645567600,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,53000,3
306933630568800,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,106300,3
306933630568100,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,105000,3
306933645577500,BTCUSDT,coinbase,kraken,49926.31,49974.39,9.6,0.0,62900,3
306933630595300,BTCUSDT,bybit,kraken,49116.39,49974.39,174.7,0.0,132800,3
306933645584800,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,70200,3
306933630595200,BTCUSDT,bybit,kraken,49116.39,49974.39,174.7,0.0,132100,3
306933659550000,BTCUSDT,coinbase,binance,49926.31,49963.61,7.5,0.0,9600,3
306933660518800,BTCUSDT,coinbase,binance,49926.31,49963.61,7.5,0.0,16900,3
306933645590100,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,75500,3
306933660523400,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,21500,3
306933666297300,BTCUSDT,coinbase,binance,49926.31,49963.61,7.5,0.0,9300,3
306933645596000,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,81400,3
306933659551500,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,11100,3
306933660534000,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,32100,3
306933666299100,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,11100,3
306933659554100,BTCUSDT,coinbase,kraken,49926.31,49974.39,9.6,0.0,13700,3
306933645598500,BTCUSDT,binance,kraken,49916.90,49974.39,11.5,0.0,83900,3
306933660540500,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,38600,3
306933666302000,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,14000,3
306933660548900,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,47000,3
306933666304900,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,16900,3
306933659557000,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,16600,3
306933660557400,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,55500,3
306933645625000,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,110400,3
306933666308500,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,20500,3
306933659560600,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,20200,3
306933645625800,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,111200,3
306933659564200,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,23800,3
306933666312200,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,24200,3
306933660560500,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,58600,3
306933645628300,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,113700,3
306933666313400,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0306933659565400,,25400BTCUSDT,,3binance
,kraken,49916.90,49974.39,11.5,0.0,25000,3
306933645650700,BTCUSDT,bybit,kraken,49116.39,49974.39,174.7,0.0,136100,3
306933666318700,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,30700,3
306933660594100,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,92200,3
306933659570400,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,30000,3
306933699752100,BTCUSDT,coinbase,binance,49926.31,49963.61,7.5,0.0,9400,3
306933666319200,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,31200,3
306933659570900,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,30500,3
306933660595400,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,93500,3
306933699754000,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,11300,3
306933660599400,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,97500,3
306933659573700,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,33300,3
306933699756600,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,13900,3
306933666320600,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,32600,3
306933660616000,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,114100,3
306933659581700,BTCUSDT,bybit,kraken,49116.39,49974.39,174.7,0.0,41300,3
306933699759800,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,17100,3
306933666327700,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,39700,3
306933716943400,BTCUSDT,coinbase,binance,49926.31,49963.61,7.5,0.0,9200,3
306933699763400,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,20700,3
306933716945000,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,10800,3
306933699767000,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,24300,3
306933716947300,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,13100,3
306933699768200,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,25500,3
306933699773500,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,30800,3
306933716949800,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,15600,3
306933699774000,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,31300,3
306933716953200,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,19000,3
306933699775100,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,32400,3
306933716957400,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,23200,3
306933699783000,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,40300,3
306933716958700,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,24500,3
306933716963800,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,29600,3
306933716964300,BTCUSDT,bybit,binance,49116.39,49963.61,172.5,0.0,30100,3
306933716965400,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,31200,3
306933716972400,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,38200,3
306933769187200,BTCUSDT,coinbase,binance,49926.31,49989.79,12.7,0.0,26400,3
306933769190800,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,30000,3
306933769203900,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,43100,3
306933769211100,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,50300,3
306933769220300,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,59500,3
306933769229400,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,68600,3
306933769233400,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,72600,3
306933769250800,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,90000,3
306933769252100,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,91300,3
306933784432900,BTCUSDT,coinbase,binance,49926.31,30693378446440049989.79,,12.7,BTCUSDT0.0,,coinbase,binance,1510049926.31,,3
49989.79,12.7,0.0,12800,3
306933769255600,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,94800,3
306933784468500,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,16900,3
306933784436400,BTCUSDT,binance,coinbase,49916.90,50002.75,17.2,0.0,18600,3
306933769272800,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,112000,3
306933784443100,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,25300,3
306933784480300,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,28700,3
306933804118300,BTCUSDT,coinbase,binance,49926.31,49989.79,12.7,0.0,22600,3
306933784448400,BTCUSDT,kraken,coinbase,49975.52,50002.75,5.4,0.0,30600,3
306933784488800,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,37200,3
306933784455500,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,37700,3
306933804121300,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,25600,3
306933784501500,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,49900,3
306933784464800,BTCUSDT,bybit,coinbase,49116.39,50002.75,180.5,0.0,47000,3
306933784468600,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,50800,3
306933804126500,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,30800,3
306933784494300,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,76500,3
306933784517400,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,65800,306933804131300,BTCUSDT,kraken,coinbase,49975.52,50018.573,
8.6,0.0,35600,3
306933784496800,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,79000,3
306933804137300,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,41600,3
306933784501100,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,83300,3
306933784522200,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,70600,3
306933804144200,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,48500,3
306933784531100,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,113300,3
306933784542900,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,91300,3
306933860951200,BTCUSDT,coinbase,binance,49926.31,49989.79,12.7,0.0,80300,3
306933804146800,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,51100,3
306933784544100,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,92500,3
306933861914000,BTCUSDT,coinbase,binance,49926.31,49989.79,12.7,0.0,10000,3
306933804154400,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,58700,3
306933860957500,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,86600,3
306933784548800,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,97200,3
306933861916700,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,12700,3
306933804156200,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,60500,3
306933860969400,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,98500,3
306933804158100,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,62400,3
306933784565500,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,113900,3
306933861921200,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,17200,3
306933860976000,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,105100,3
306933804168200,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,72500,3
306933881379000,BTCUSDT,coinbase,binance,49926.31,49989.79,12.7,0.0,15600,3
306933860981600,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,110700,3
306933861926600,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,22600,3
306933881381900,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,18500,3
306933860991600,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,120700,3
306933861932700,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,28700,3
306933861937600,BTCUSDT,bybit,coinbase,49116.39,30693388138610050018.57,,BTCUSDT183.7,,coinbase,0.0,kraken,33600,49926.313,
50030.35,20.8,0.0,22700,3
306933860993700,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,122800,3
306933861939400,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,35400,3
306933881390000,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,26600,3
306933861000200,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,129300,3
306933881395400,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,32000,3
306933861945200,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,41200,3
306933861001200,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,130300,3
306933881401100,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,37700,3
306933861945800,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,41800,3
306933861002800,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,131900,3
306933861947000,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,43000,3
306933881403100,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,39700,3
306933861012400,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,141500,3
306933861954800,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,50800,3
306933881410600,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,47200,3
306933912981700,BTCUSDT,coinbase,binance,49926.31,49989.79,12.7,0.0,12900,3
306933881411300,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,47900,3
306933912983800,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,15000,3
306933881413200,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,49800,3
306933912986800,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,18000,3
306933881424300,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,60900,3
306933912989300,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,20500,3
306933912992700,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,23900,3
306933912996300,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,27500,3
306933912997600,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,28800,3
306933913003100,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,34300,3
306933913003600,BTCUSDT,bybit,binance,49116.39,49989.79,177.8,0.0,34800,3
306933913005200,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,36400,3
306933913012500,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,43700,3
306933937840500,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,28100,3
306933937843700,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,31300,3
306933937855300,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,42900,3
306933937858700,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,46300,3
306933937863000,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,50600,3
306933937866600,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,54200,3
306933937868400,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,56000,3
306933937874700,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,62300,3
306933937875400,BTCUSDT,binance,bybit,49916.90,50211.82,59.1,0.0,63000,3
306933937876500,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,64100,3
306933937883800,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,71400,3
306933937884300,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,71900,3
306933961498100,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,13600,3
306933961500400,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4,0.0,15900,3
306933961503700,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,19200,3
306933961506600,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,22100,3
306933961510400,BTCUSDT,coinbase,bybit,49926.31,50211.82,57.2,0.0,25900,3
306933961514400,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,29900,3
306933961516000,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,31500,3
306933969279000,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,14800,3
306933961522400,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,37900,3
306933969282600,BTCUSDT,binance,coinbase,49916.90,50018.57,20.4306933961523200,,0.0BTCUSDT,,binance18400,,bybit,349916.90
,50211.82,59.1,0.0,38700,3
306933961524100,306933969290500BTCUSDT,,BTCUSDT,coinbase,bybitkraken,,binance,49116.39,50044.30,188.949926.3,50030.35,,0.020.8,,0.039600,,263003,3

306933969297000,BTCUSDT,kraken,coinbase,49975.52,50018.57,8.6,0.0,32800,3
306933961532400,BTCUSDT,kraken,bybit,49975.52,50211.82,47.3,0.0,47900,3
306933969303400,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,39200,3
306933961532900,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,48400,3
306933969311100,BTCUSDT,bybit,coinbase,49116.39,50018.57,183.7,0.0,46900,3
306933984678700,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,40900,3
306933969314800,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,50600,3
306933984681100,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,43300,3
306933969323300,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,59100,3
306933984686200,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,48400,3
306933969324300,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,60100,3
306933984750000,BTCUSDT,kraken,coinbase,49975.52,50023.35,9.6,0.0,112200,3
306933969326200,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,62000,3
306933984764100,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,126300,3
306933969339400,BTCUSDT,kraken,bybit,49975.52,50221.50,49.2,0.0,75200,3
306933984778700,BTCUSDT,bybit,coinbase,49116.39,50023.35,184.7,0.0,140900,3
306933984781400,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,143600,3
306933969340200,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,76000,3
306933984788100,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,150300,3
306934001673600,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,16300,3
306933984788900,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,151100,3
306934001675200,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,17900,3
306933984790300,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,152500,3
306934001677800,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,20500,3
306934001680300,BTCUSDT,kraken,coinbase,49975.52306933984800400,,50023.35BTCUSDT,,kraken9.6,,bybit0.0,,2300049975.52,,350221.50
,49.2,0.0,162600,3
306933984801000,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,163200,3
306934001684300,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,27000,3
306934014481200,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,15800,3
306934014905000,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,10300,3
306934001687800,BTCUSDT,bybit,coinbase,49116.39,50023.35,184.7,0.0,30500,3
306934014907600,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,12900,3
306934001689400,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,32100,3
306934014484400,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,19000,3
306934014911100,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,16400,3
306934014492900,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,27500,3
306934001695900,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,38600,3
306934014914900,BTCUSDT,kraken,coinbase,49975.52,50023.35,9.6,0.0,20200,3
306934014497700,BTCUSDT,kraken,coinbase,49975.52,50023.35,9.6,0.0,32300,3
306934001696600,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,39300,3
306934014919800,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,25100,3
306934014503400,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,38000,3
306934029872400,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,25900,3
306934001697300,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,40000,3
306934029878800,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,32300,3
306934014509600,BTCUSDT,bybit,coinbase,49116.39,50023.35,184.7,0.0,44200,3
306934014925200,BTCUSDT,bybit,coinbase,49116.39,50023.35,184.7,0.0,30500,3
306934014511800,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,46400,3
306934001706800,BTCUSDT,kraken,bybit,49975.52,50221.50,49.2,0.0,49500,3
306934029885600,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,39100,3
306934014927100,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,32400,3
306934001707300,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,50000,3
306934014934300,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,39600,3
306934014521900,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,56500,3
306934029890100,BTCUSDT,kraken,coinbase,49975.52,50023.35,9.6,0.0,43600,3
306934014935300,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,40600,3
306934014522900,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,57500,3
306934014936500,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,41800,3
306934029895500,BTCUSDT,coinbase,bybit,49926.31,50221.50,30693401452450059.1,,0.0BTCUSDT,bybit,49000,,binance3,
49116.39,50044.30,188.9,0.0,59100,3
306934014947400,BTCUSDT,kraken,bybit,49975.52,50221.50,49.2,3069340299004000.0,,BTCUSDT52700,,bybit,3
coinbase,49116.39,50023.35,184.7,0.0,53900,3
306934014537800,BTCUSDT,kraken,bybit,49975.52,50221.50,49.2,0.0,72400,3
306934014538500,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,73100,3
306934029902300,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0306934014948100,BTCUSDT,bybit,kraken,49116.39,,50030.3555800,3
,186.1,0.0,53400,3
306934029910200,BTCUSDT,kraken,binance,49975.52,50044.30,13.8,0.0,63700,3
306934062925400,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,9400,3
306934062927300,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,11300,3
306934029911300,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,64800,3
306934062930100,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,14100,3
306934029913300,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,66800,3
306934062932500,BTCUSDT,kraken,coinbase,49970.28,50023.35,10.6,0.0,16500,3
306934029924000,BTCUSDT,kraken,bybit,49975.52,50221.50,49.2,0.0,77500,3
306934062936200,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,20200,3
306934029924500,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,78000,3
306934062940300,BTCUSDT,bybit,coinbase,49116.39,50023.35,184.7,0.0,24300,3
306934074793300,BTCUSDT,coinbase,binance,49926.31,50044.30,23.6,0.0,25100,3
306934062941500,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,25500,3
306934074796300,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,28100,3
306934062946400,BTCUSDT,kraken,binance,49970.28,50044.30,14.8,0.0,30400,3
306934074800800,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,32600,3
306934062947100,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,31100,3
306934074804400,BTCUSDT,kraken,coinbase,49970.28,50023.35,10.6,0.0,36200,3
306934062948100,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,32100,3
306934074809600,BTCUSDT,coinbase,bybit,49926.31,50221.50,59.1,0.0,41400,3
306934062955600,BTCUSDT,kraken,bybit,49970.28,50221.50,50.3,0.0,39600,3
306934074815800,BTCUSDT,bybit,coinbase,49116.39,50023.35,184.7,0.0,47600,3
306934062956100,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,40100,3
306934074818300,BTCUSDT,binance,kraken,49916.90,50030.35,22.7,0.0,50100,3
306934074826200,BTCUSDT,kraken,binance,49970.28,50044.30,14.8,0.0,58000,3
306934074827200,BTCUSDT,binance,bybit,49916.90,50221.50,61.0,0.0,59000,3
306934074828400,BTCUSDT,bybit,binance,49116.39,50044.30,188.9,0.0,60200,3
306934074838800,BTCUSDT,kraken,bybit,49970.28,50221.50,50.3,0.0,70600,3
306934074839500,BTCUSDT,bybit,kraken,49116.39,50030.35,186.1,0.0,71300,3
306934124208200306934124209100,,BTCUSDTBTCUSDT,coinbase,binance,,coinbase,49926.31,50044.30binance,23.6,0.0,99500,3
,49926.31,50044.30,23.6,0.0,102100,3
306934124229000,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,119400,3
306934124228000,BTCUSDT,binance,coinbase,49916.90,50023.35,21.3,0.0,121900,3
306934124277800,BTCUSDT,coinbase,kraken,49926.31,50030.35,20.8,0.0,168200,3
